latency_ms,status,error
1.8756999634206295,200,
2.3975998628884554,200,
1.3429000973701477,200,
1.088300021365285,200,
11.880999896675348,200,
16.352799953892827,200,
26.139099849388003,200,
15.92579996213317,200,
15.864900080487132,200,
1.2922000605612993,200,
16.044000163674355,200,
14.790100045502186,200,
15.364599879831076,200,
15.68579999729991,200,
1.3621000107377768,200,
13.963900040835142,200,
15.384200029075146,200,
15.749499900266528,200,
15.744399977847934,200,
1.5368000604212284,200,
13.87090003117919,200,
15.43550007045269,200,
14.985600020736456,200,
15.00290003605187,200,
1.640999922528863,200,
13.996600173413754,200,
15.741800190880895,200,
1.6390001401305199,200,
13.977499911561608,200,
15.609800117090344,200,
1.5198998153209686,200,
15.154500026255846,200,
13.625500025227666,200,
15.091199893504381,200,
15.446400037035346,200,
1.4684000052511692,200,
15.217999927699566,200,
13.793899910524487,200,
15.187500044703484,200,
15.130899846553802,200,
15.12590004131198,200,
15.144399832934141,200,
1.5054999385029078,200,
15.183300012722611,200,
13.688599923625588,200,
15.158999944105744,200,
15.552999917417765,200,
14.950899872928858,200,
14.979199972003698,200,
15.37299994379282,200,
15.312100062146783,200,
1.7514999490231276,200,
3.224699990823865,200,
2.6010998990386724,200,
2.5593999307602644,200,
2.4914999958127737,200,
2.5265999138355255,200,
2.5141998194158077,200,
2.4403000716120005,200,
2.444599987939,200,
2.360600046813488,200,
2.332099946215749,200,
2.6463998947292566,200,
2.773999935016036,200,
3.021499840542674,200,
3.0183999333530664,200,
2.518600085750222,200,
2.432700013741851,200,
3.4070999827235937,200,
3.327100072056055,200,
2.2462999913841486,200,
2.190600149333477,200,
2.2929999977350235,200,
2.280399901792407,200,
1.8378999084234238,200,
3.1002999749034643,200,
2.1204000804573298,200,
2.1953999530524015,200,
1.167600043118,200,
0.9391999337822199,200,
1.0495998430997133,200,
11.031599948182702,200,
15.573699958622456,200,
23.33110012114048,200,
15.596700133755803,200,
15.572200063616037,200,
1.2709000147879124,200,
13.609600020572543,200,
15.169699909165502,200,
15.54820011369884,200,
15.564300119876862,200,
15.076099894940853,200,
15.346499858424067,200,
1.2329998426139355,200,
13.481400208547711,200,
15.043699881061912,200,
1.0607000440359116,200,
15.492900041863322,200,
14.378200052306056,200,
16.07979997061193,200,
16.07090001925826,200,
1.3592999894171953,200,
13.87629983946681,200,
15.692699933424592,200,
1.4355999883264303,200,
16.13360014744103,200,
15.131500083953142,200,
2.022499917075038,200,
14.95639979839325,200,
13.381300028413534,200,
2.264200011268258,200,
13.415399938821793,200,
15.36000007763505,200,
2.3330000694841146,200,
11.949900072067976,200,
14.25490016117692,200,
15.607699984684587,200,
15.694099944084883,200,
1.6212998889386654,200,
13.61289992928505,200,
15.230000019073486,200,
1.3047999236732721,200,
14.30350006558001,200,
15.744399977847934,200,
15.002300031483173,200,
15.357899945229292,200,
14.686299953609705,200,
15.068900072947145,200,
16.152200056239963,200,
16.106200171634555,200,
1.4229998923838139,200,
15.488400124013424,200,
14.333600178360939,200,
1.2380999978631735,200,
14.182999962940812,200,
15.741900075227022,200,
14.799300115555525,200,
15.13030007481575,200,
1.2876999098807573,200,
15.99969994276762,200,
15.068399952724576,200,
1.3185001444071531,200,
12.695199809968472,200,
14.359999913722277,200,
1.7297000158578157,200,
15.144600067287683,200,
13.690300052985549,200,
15.409500105306506,200,
15.362899983301759,200,
1.5022000297904015,200,
15.357599826529622,200,
13.833000091835856,200,
15.039100078865886,200,
15.31090005300939,200,
1.3800000306218863,200,
15.264299931004643,200,
13.916000025346875,200,
15.249099815264344,200,
15.20709996111691,200,
1.4055999927222729,200,
15.111600048840046,200,
13.689599931240082,200,
1.538099953904748,200,
14.647899894043803,200,
16.229699831455946,200,
14.936599880456924,200,
15.226599993184209,200,
1.7905000131577253,200,
1.8162000924348831,200,
1.5384999569505453,200,
1.8037999980151653,200,
1.7232999671250582,200,
1.7900001257658005,200,
1.7500000540167093,200,
1.820600125938654,200,
1.498800003901124,200,
1.8291999585926533,200,
1.6877001617103815,200,
1.5616999007761478,200,
27.68639987334609,200,
25.01219999976456,200,
6.004000082612038,200,
21.790700033307076,200,
28.928999789059162,200,
4.1952000465244055,200,
13.114900095388293,200,
24.69079988077283,200,
17.079200129956007,200,
3.9076998364180326,200,
13.546800008043647,200,
15.407299855723977,200,
26.109299855306745,200,
2.6262998580932617,200,
2.6452001184225082,200,
2.724700141698122,200,
2.7403999119997025,200,
24.137699976563454,200,
24.48080014437437,200,
1.832999987527728,200,
2.1325000561773777,200,
1.5523999463766813,200,
1.8879999406635761,200,
1.7725999932736158,200,
10.868499986827374,200,
1.299999887123704,200,
1.0315999388694763,200,
1.0740000288933516,200,
1.0246001183986664,200,
1.1511000338941813,200,
1.3111999724060297,200,
1.3164000120013952,200,
1.3095999602228403,200,
25.035599945113063,200,
17.431600019335747,200,
23.46000005491078,200,
1.9280000124126673,200,
1.9857001025229692,200,
1.6874000430107117,200,
2.0375000312924385,200,
1.2266000267118216,200,
1.2149999383836985,200,
1.5112999826669693,200,
1.2834998778998852,200,
1.6218998935073614,200,
1.7365999519824982,200,
26.620399905368686,200,
17.62080006301403,200,
1.290000043809414,200,
20.57830011472106,200,
19.938400015234947,200,
5.7137999683618546,200,
20.27109987102449,200,
25.549500016495585,200,
15.719900140538812,200,
16.21500006876886,200,
3.0143000185489655,200,
2.285200171172619,200,
13.820799998939037,200,
2.4796000216156244,200,
25.067700073122978,200,
14.052900020033121,200,
3.105300012975931,200,
13.735500164330006,200,
27.025899849832058,200,
16.42090012319386,200,
14.923000009730458,200,
15.522199915722013,200,
2.8921000193804502,200,
14.479800127446651,200,
12.611899990588427,200,
15.514499973505735,200,
15.50929993391037,200,
2.885499969124794,200,
15.30680013820529,200,
12.852400075644255,200,
2.5420000310987234,200,
16.171100083738565,200,
13.558800099417567,200,
4.029100062325597,200,
13.777599902823567,200,
15.67420014180243,200,
